Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,1.0342999696731567,1.0364999771118164,1.0312999486923218,1.0342999696731567,1.0342999696731567,23152
2018-01-03,1.0288000106811523,1.034999966621399,1.0257999897003174,1.0288000106811523,1.0288000106811523,25655
2018-01-04,1.031000018119812,1.032099962234497,1.027500033378601,1.031000018119812,1.031000018119812,17166
2018-01-05,1.0300999879837036,1.0317000150680542,1.026900053024292,1.0300999879837036,1.0300999879837036,20919
2018-01-08,1.0276000499725342,1.030900001525879,1.026900053024292,1.0276000499725342,1.0276000499725342,19659
2018-01-09,1.0216000080108643,1.0286999940872192,1.0206999778747559,1.0216000080108643,1.0216000080108643,30187
2018-01-10,1.0271999835968018,1.0300999879837036,1.020400047302246,1.0271999835968018,1.0271999835968018,31100
2018-01-11,1.0292999744415283,1.0321999788284302,1.023300051689148,1.0292999744415283,1.0292999744415283,30507
2018-01-12,1.0369999408721924,1.039199948310852,1.0281000137329102,1.0369999408721924,1.0369999408721924,41069
2018-01-16,1.0470000505447388,1.04830002784729,1.0370999574661255,1.0470000505447388,1.0470000505447388,54644
2018-01-17,1.044800043106079,1.0491000413894653,1.0406999588012695,1.044800043106079,1.044800043106079,35131
2018-01-18,1.047700047492981,1.048699975013733,1.0382000207901,1.047700047492981,1.047700047492981,30237
2018-01-19,1.0437999963760376,1.052899956703186,1.0419000387191772,1.0437999963760376,1.0437999963760376,28481
2018-01-22,1.0433000326156616,1.0465999841690063,1.0414999723434448,1.0433000326156616,1.0433000326156616,22652
2018-01-23,1.0478999614715576,1.0494999885559082,1.0420000553131104,1.0478999614715576,1.0478999614715576,23191
2018-01-24,1.062000036239624,1.065000057220459,1.047700047492981,1.062000036239624,1.062000036239624,43264
2018-01-25,1.0648000240325928,1.080399990081787,1.059999942779541,1.0648000240325928,1.0648000240325928,74453
2018-01-26,1.073199987411499,1.0764000415802002,1.0644999742507935,1.073199987411499,1.073199987411499,49916
2018-01-29,1.0714000463485718,1.0750000476837158,1.069200038909912,1.0714000463485718,1.0714000463485718,43902
2018-01-30,1.0746999979019165,1.0779000520706177,1.0680999755859375,1.0746999979019165,1.0746999979019165,30928
2018-01-31,1.0776000022888184,1.080199956893921,1.0721999406814575,1.0776000022888184,1.0776000022888184,36096
2018-02-01,1.0815999507904053,1.083899974822998,1.0740000009536743,1.0815999507904053,1.0815999507904053,34808
2018-02-02,1.0772000551223755,1.0836999416351318,1.0744999647140503,1.0772000551223755,1.0772000551223755,34964
2018-02-05,1.07260000705719,1.0800000429153442,1.0698000192642212,1.07260000705719,1.07260000705719,35731
2018-02-06,1.0716999769210815,1.0777000188827515,1.0672999620437622,1.0716999769210815,1.0716999769210815,38352
2018-02-07,1.0638999938964844,1.073799967765808,1.0607999563217163,1.0638999938964844,1.0638999938964844,31140
2018-02-08,1.0703999996185303,1.0719000101089478,1.058899998664856,1.0703999996185303,1.0703999996185303,36725
2018-02-09,1.0680999755859375,1.0724999904632568,1.0657000541687012,1.0680999755859375,1.0680999755859375,29321
2018-02-12,1.0677000284194946,1.0707999467849731,1.066499948501587,1.0677000284194946,1.0677000284194946,17362
2018-02-13,1.0728000402450562,1.0753999948501587,1.0667999982833862,1.0728000402450562,1.0728000402450562,20493
2018-02-14,1.0770000219345093,1.079699993133545,1.0693000555038452,1.0770000219345093,1.0770000219345093,30126
2018-02-15,1.0860999822616577,1.0880999565124512,1.0786000490188599,1.0860999822616577,1.0860999822616577,24028
2018-02-16,1.0805000066757202,1.0908000469207764,1.0789999961853027,1.0805000066757202,1.0805000066757202,24055
2018-02-20,1.0707000494003296,1.0819000005722046,1.0694999694824219,1.0707000494003296,1.0707000494003296,30412
2018-02-21,1.0674999952316284,1.0723999738693237,1.0662000179290771,1.0674999952316284,1.0674999952316284,21208
2018-02-22,1.0735000371932983,1.0741000175476074,1.0645999908447266,1.0735000371932983,1.0735000371932983,19247
2018-02-23,1.069700002670288,1.0742000341415405,1.068600058555603,1.069700002670288,1.069700002670288,18529
2018-02-26,1.0678000450134277,1.0740000009536743,1.06659996509552,1.0678000450134277,1.0678000450134277,17970
2018-02-27,1.06659996509552,1.070099949836731,1.0634000301361084,1.06659996509552,1.06659996509552,29738
2018-02-28,1.0608999729156494,1.0666999816894531,1.05840003490448,1.0608999729156494,1.0608999729156494,25523
2018-03-01,1.062000036239624,1.0638999938964844,1.0549999475479126,1.062000036239624,1.062000036239624,41203
2018-03-02,1.0684000253677368,1.0720000267028809,1.0621999502182007,1.0684000253677368,1.0684000253677368,37451
2018-03-05,1.0642999410629272,1.070199966430664,1.0638999938964844,1.0642999410629272,1.0642999410629272,22265
2018-03-06,1.0640000104904175,1.0693999528884888,1.0627000331878662,1.0640000104904175,1.0640000104904175,26261
2018-03-07,1.0607000589370728,1.069599986076355,1.0599000453948975,1.0607000589370728,1.0607000589370728,28661
2018-03-08,1.0514999628067017,1.062000036239624,1.0509999990463257,1.0514999628067017,1.0514999628067017,27064
2018-03-09,1.0521999597549438,1.0544999837875366,1.049399971961975,1.0521999597549438,1.0521999597549438,24409
2018-03-12,1.0570000410079956,1.0576000213623047,1.0514999628067017,1.0570000410079956,1.0570000410079956,21897
2018-03-13,1.0598000288009644,1.0609999895095825,1.0536999702453613,1.0598000288009644,1.0598000288009644,26520
2018-03-14,1.059000015258789,1.061400055885315,1.0551999807357788,1.059000015258789,1.059000015258789,38518
2018-03-15,1.0508999824523926,1.0601999759674072,1.0505000352859497,1.0508999824523926,1.0508999824523926,25185
2018-03-16,1.0497000217437744,1.0542999505996704,1.0475000143051147,1.0497000217437744,1.0497000217437744,12862
2018-03-19,1.0520000457763672,1.0520999431610107,1.0470000505447388,1.0520000457763672,1.0520000457763672,19579
2018-03-20,1.054800033569336,1.0606000423431396,1.0530999898910522,1.054800033569336,1.054800033569336,21268
2018-03-21,1.059999942779541,1.0621999502182007,1.0535999536514282,1.059999942779541,1.059999942779541,29174
2018-03-22,1.0595999956130981,1.0647000074386597,1.0586999654769897,1.0595999956130981,1.0595999956130981,28942
2018-03-23,1.0641000270843506,1.066499948501587,1.0608999729156494,1.0641000270843506,1.0641000270843506,23166
2018-03-26,1.065999984741211,1.0676000118255615,1.061400055885315,1.065999984741211,1.065999984741211,22139
2018-03-27,1.0631999969482422,1.0673999786376953,1.058899998664856,1.0631999969482422,1.0631999969482422,22868
2018-03-28,1.051900029182434,1.0638999938964844,1.0505000352859497,1.051900029182434,1.051900029182434,29044
2018-03-29,1.0513999462127686,1.0540000200271606,1.0499000549316406,1.0513999462127686,1.0513999462127686,24688
2018-04-02,1.0539000034332275,1.0563000440597534,1.0520999431610107,1.0539000034332275,1.0539000034332275,13946
2018-04-03,1.0491000413894653,1.055400013923645,1.04830002784729,1.0491000413894653,1.0491000413894653,22948
2018-04-04,1.0475000143051147,1.0534000396728516,1.0469000339508057,1.0475000143051147,1.0475000143051147,20135
2018-04-05,1.044100046157837,1.0479999780654907,1.0434000492095947,1.044100046157837,1.044100046157837,18844
2018-04-06,1.0491000413894653,1.0499999523162842,1.042199969291687,1.0491000413894653,1.0491000413894653,24414
2018-04-09,1.0514999628067017,1.051900029182434,1.0464999675750732,1.0514999628067017,1.0514999628067017,15494
2018-04-10,1.0509999990463257,1.0547000169754028,1.0494999885559082,1.0509999990463257,1.0509999990463257,22297
2018-04-11,1.049299955368042,1.0521999597549438,1.047700047492981,1.049299955368042,1.049299955368042,24914
2018-04-12,1.044800043106079,1.0503000020980835,1.0419000387191772,1.044800043106079,1.044800043106079,23711
2018-04-13,1.044700026512146,1.0471999645233154,1.042799949645996,1.044700026512146,1.044700026512146,16495
2018-04-16,1.0471999645233154,1.049399971961975,1.0428999662399292,1.0471999645233154,1.0471999645233154,16565
2018-04-17,1.0401999950408936,1.0489000082015991,1.0383000373840332,1.0401999950408936,1.0401999950408936,25219
2018-04-18,1.0377000570297241,1.041200041770935,1.0361000299453735,1.0377000570297241,1.0377000570297241,27656
2018-04-19,1.033400058746338,1.0393999814987183,1.0331000089645386,1.033400058746338,1.033400058746338,29164
2018-04-20,1.030400037765503,1.0347000360488892,1.0291999578475952,1.030400037765503,1.030400037765503,24719
2018-04-23,1.0266000032424927,1.030500054359436,1.0262000560760498,1.0266000032424927,1.0266000032424927,35341
2018-04-24,1.0262000560760498,1.0283000469207764,1.0236999988555908,1.0262000560760498,1.0262000560760498,25009
2018-04-25,1.0219999551773071,1.0261000394821167,1.0197999477386475,1.0219999551773071,1.0219999551773071,26463
2018-04-26,1.0149999856948853,1.0227999687194824,1.0146000385284424,1.0149999856948853,1.0149999856948853,31408
2018-04-27,1.0161999464035034,1.0168999433517456,1.0116000175476074,1.0161999464035034,1.0161999464035034,34392
2018-04-30,1.013200044631958,1.016800045967102,1.0118999481201172,1.013200044631958,1.013200044631958,25070
2018-05-01,1.0073000192642212,1.0135999917984009,1.0068000555038452,1.0073000192642212,1.0073000192642212,19704
2018-05-02,1.006700038909912,1.010200023651123,1.003600001335144,1.006700038909912,1.006700038909912,38235
2018-05-03,1.0059000253677368,1.0078999996185303,1.0033999681472778,1.0059000253677368,1.0059000253677368,28607
2018-05-04,1.0027999877929688,1.0068999528884888,1.001099944114685,1.0027999877929688,1.0027999877929688,32079
2018-05-07,1.000499963760376,1.0047999620437622,0.9976999759674072,1.000499963760376,1.000499963760376,19584
2018-05-08,1.0010000467300415,1.0027999877929688,0.9986000061035156,1.0010000467300415,1.0010000467300415,30569
2018-05-09,0.9980999827384949,1.002500057220459,0.9973000288009644,0.9980999827384949,0.9980999827384949,22068
2018-05-10,1.000599980354309,1.003499984741211,0.9972000122070312,1.000599980354309,1.000599980354309,24122
2018-05-11,1.0017999410629272,1.0052000284194946,0.9987999796867371,1.0017999410629272,1.0017999410629272,23817
2018-05-14,1.0025999546051025,1.0068999528884888,1.0017999410629272,1.0025999546051025,1.0025999546051025,24580
2018-05-15,1.0003999471664429,1.0042999982833862,0.9984999895095825,1.0003999471664429,1.0003999471664429,26215
2018-05-16,1.0013999938964844,1.0041999816894531,1.0006999969482422,1.0013999938964844,1.0013999938964844,21748
2018-05-17,1.0010000467300415,1.0037000179290771,0.9988999962806702,1.0010000467300415,1.0010000467300415,21075
2018-05-18,1.0045000314712524,1.007200002670288,1.0003999471664429,1.0045000314712524,1.0045000314712524,22325
2018-05-21,1.0045000314712524,1.0053000450134277,1.0020999908447266,1.0045000314712524,1.0045000314712524,17968
2018-05-22,1.0091999769210815,1.0104000568389893,1.003100037574768,1.0091999769210815,1.0091999769210815,27909
2018-05-23,1.0059000253677368,1.0127999782562256,1.0041999816894531,1.0059000253677368,1.0059000253677368,38717
2018-05-24,1.0103000402450562,1.0132999420166016,1.0068000555038452,1.0103000402450562,1.0103000402450562,26120
2018-05-25,1.01010000705719,1.0118000507354736,1.0081000328063965,1.01010000705719,1.01010000705719,25413
2018-05-29,1.013800024986267,1.016800045967102,1.0032000541687012,1.013800024986267,1.013800024986267,62297
2018-05-30,1.0124000310897827,1.013800024986267,1.0081000328063965,1.0124000310897827,1.0124000310897827,34297
2018-05-31,1.0163999795913696,1.0189000368118286,1.0119999647140503,1.0163999795913696,1.0163999795913696,32714
2018-06-01,1.0125000476837158,1.017199993133545,1.0097999572753906,1.0125000476837158,1.0125000476837158,26475
2018-06-04,1.0126999616622925,1.0183000564575195,1.0117000341415405,1.0126999616622925,1.0126999616622925,19940
2018-06-05,1.0164999961853027,1.0182000398635864,1.0117000341415405,1.0164999961853027,1.0164999961853027,19757
2018-06-06,1.0152000188827515,1.0176000595092773,1.0124000310897827,1.0152000188827515,1.0152000188827515,23861
2018-06-07,1.020799994468689,1.0223000049591064,1.0144000053405762,1.020799994468689,1.020799994468689,25339
2018-06-08,1.0156999826431274,1.021299958229065,1.0118999481201172,1.0156999826431274,1.0156999826431274,25555
2018-06-11,1.0157999992370605,1.0168999433517456,1.0132999420166016,1.0157999992370605,1.0157999992370605,25839
2018-06-12,1.0147000551223755,1.017799973487854,1.0121999979019165,1.0147000551223755,1.0147000551223755,32312
2018-06-13,1.01419997215271,1.0166000127792358,1.0109000205993652,1.01419997215271,1.01419997215271,69486
2018-06-14,1.0038000345230103,1.0180000066757202,1.0027999877929688,1.0038000345230103,1.0038000345230103,49901
2018-06-15,1.0027999877929688,1.0055999755859375,1.0013999938964844,1.0027999877929688,1.0027999877929688,11660
2018-06-18,1.0054999589920044,1.0058000087738037,1.0010000467300415,1.0054999589920044,1.0054999589920044,14449
