DATE,Mean_Temp,Max_Temp,Min_Temp,Mean_Precip,Mean_WindSpeed
2018-01-01,-24.382978723404257,-11.2,-34.4,0.0,5.5
2018-01-02,-19.58191489361702,-7.0,-35.0,0.0,8.127173913043478
2018-01-03,-16.82526315789474,-6.0,-27.0,0.0013157894736842105,9.812903225806451
2018-01-04,-20.76875,-9.0,-37.0,0.0002702702702702703,2.627659574468085
2018-01-05,-22.19148936170213,-1.7,-37.0,0.0,2.746236559139785
2018-01-06,-21.009473684210526,-7.8,-36.1,0.0,6.014893617021277
2018-01-07,-7.773684210526316,7.8,-15.6,0.0005,10.4
2018-01-08,-2.7442105263157894,6.1,-12.0,0.0,6.695698924731183
2018-01-09,-3.1197916666666665,8.0,-23.0,0.0,5.73936170212766
2018-01-10,0.831958762886598,7.0,-14.0,0.0,9.858064516129032
2018-01-11,-10.08659793814433,3.6,-26.0,0.028823529411764706,13.424731182795698
2018-01-12,-21.790625000000002,-7.2,-37.8,0.011477272727272727,8.406451612903226
2018-01-13,-22.304166666666664,-10.6,-37.8,0.0,3.5478260869565217
2018-01-14,-17.864583333333332,-3.8,-36.0,0.0003225806451612903,6.744565217391305
2018-01-15,-16.664583333333333,-5.2,-26.0,0.027105263157894736,13.308695652173913
2018-01-16,-19.053124999999998,-6.0,-29.8,0.0007272727272727273,8.14516129032258
2018-01-17,-12.504166666666668,4.0,-22.0,0.0,8.287096774193548
2018-01-18,-2.4364583333333334,8.9,-13.9,0.0008333333333333334,7.070967741935484
2018-01-19,0.23505154639175255,11.0,-9.5,0.0,5.953191489361703
2018-01-20,0.3185567010309278,9.5,-10.1,0.0018085106382978724,3.50531914893617
2018-01-21,-1.2969072164948454,6.0,-15.2,0.0,2.786170212765957
2018-01-22,-1.9536082474226804,4.5,-12.2,0.013787878787878788,10.591489361702127
2018-01-23,-6.197938144329897,1.7,-23.0,0.05175,8.652127659574468
2018-01-24,-7.0597938144329895,5.0,-20.6,0.0025609756097560977,3.3712765957446806
2018-01-25,-4.164583333333334,1.0,-12.2,0.00012048192771084338,6.059139784946237
2018-01-26,0.13368421052631577,10.0,-9.0,0.0006521739130434782,10.789130434782608
2018-01-27,-3.082105263157895,8.3,-15.0,0.0001724137931034483,9.968478260869565
2018-01-28,-10.931914893617021,2.2,-22.0,0.0023684210526315787,6.945054945054945
2018-01-29,-15.914736842105263,-4.0,-30.6,0.0,4.163043478260869
2018-01-30,-14.081052631578947,2.0,-32.8,0.00014705882352941178,7.671739130434782
2018-01-31,-4.832631578947368,7.0,-20.3,0.023714285714285716,10.642391304347827
2018-02-01,-16.54,2.4,-24.0,0.0010204081632653062,13.016304347826088
2018-02-02,-19.042105263157893,-4.0,-33.0,0.0,4.6326086956521735
2018-02-03,-11.551578947368421,1.7,-31.1,0.004571428571428572,5.788043478260869
2018-02-04,-18.870526315789473,-1.7,-37.0,0.021363636363636362,10.516304347826088
2018-02-05,-17.426041666666666,-8.0,-30.6,0.0004615384615384616,6.635483870967742
2018-02-06,-19.302083333333332,-9.0,-35.6,0.0008450704225352112,5.334408602150538
2018-02-07,-15.505208333333334,-7.0,-30.0,0.007586206896551724,5.087096774193548
2018-02-08,-16.201041666666665,-6.0,-30.4,0.002682926829268293,3.841935483870968
2018-02-09,-16.610416666666666,-8.0,-32.8,0.00234375,5.776344086021506
2018-02-10,-17.04315789473684,-6.0,-32.8,0.0010126582278481013,5.270652173913043
2018-02-11,-15.41157894736842,-5.0,-28.3,0.000273972602739726,7.173913043478261
2018-02-12,-17.401052631578946,-6.0,-32.6,0.0005617977528089888,4.721739130434782
2018-02-13,-10.92842105263158,1.0,-30.6,0.0,8.808695652173913
2018-02-14,-3.3694736842105266,12.0,-17.3,0.0002127659574468085,7.923913043478261
2018-02-15,-1.5095744680851064,8.9,-20.6,0.00046153846153846153,9.37142857142857
2018-02-16,-13.182105263157894,3.3,-26.1,0.00015151515151515152,10.33804347826087
2018-02-17,-5.78421052631579,4.0,-17.2,0.00046875,9.39247311827957
2018-02-18,-6.348421052631579,10.0,-24.4,0.00359375,8.072043010752688
2018-02-19,-8.385263157894737,7.2,-24.4,0.029230769230769227,10.701075268817204
2018-02-20,-10.398947368421052,2.2,-17.0,0.06903225806451611,9.061290322580646
2018-02-21,-14.382978723404255,-1.0,-29.4,0.010975609756097562,5.857608695652174
2018-02-22,-11.88842105263158,3.0,-29.4,0.0022580645161290325,4.332258064516129
2018-02-23,-4.849473684210526,4.0,-18.0,0.1252173913043478,6.120430107526882
2018-02-24,-11.330526315789475,3.0,-27.0,0.04270833333333333,3.9150537634408606
2018-02-25,-5.830526315789474,2.0,-19.0,0.18594594594594593,9.573118279569892
2018-02-26,-4.9624999999999995,9.0,-20.3,0.00811764705882353,6.949999999999999
2018-02-27,-2.4144329896907215,12.0,-19.0,0.007362637362637363,4.105263157894737
2018-02-28,-3.87319587628866,8.3,-21.7,0.0009473684210526315,3.216842105263158
2018-03-01,-4.315625,7.0,-21.7,0.0,4.429787234042553
2018-03-02,-5.605154639175258,12.0,-20.1,0.0,3.5063157894736845
2018-03-03,1.1298969072164948,10.0,-13.0,0.0,9.843157894736843
2018-03-04,2.812371134020619,9.0,-3.3,0.0073437500000000005,12.591578947368422
2018-03-05,1.1556701030927834,7.8,-7.0,0.09122448979591836,15.851578947368422
2018-03-06,-2.8164948453608245,4.0,-12.2,0.08948275862068966,11.7
2018-03-07,-8.296875,3.0,-20.6,0.007125000000000001,7.013829787234042
2018-03-08,-8.969791666666667,5.0,-21.1,0.00013513513513513514,4.702127659574468
